study-order,layer,group,course,topic-id,topic-code,topic-name,question-number,question-numbers,question-id,source-blank-count,canonical-occurrences,active-copy-occurrences,total-occurrences,current-types,marker-occurrences,ledger-status,seed-state,seed-source,keyboard-answer,correct-label,correct-content,source-prompt,current-content,layout-template,canonical-placements,active-copy-placements
563,58,Mathematical-Foundations,MF2,680,MF2.7.3.3,The Nth Term of a Geometric Sequence,4,4,231755,1,1,3,4,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5,,,"Find the formula for the [MATH: n]th term of a sequence if the [MATH: 4]th term is [MATH: − 135] and the common ratio is [MATH: − 3.][MATH: a_{n} =]
[FREE_ENTRY 1]","Find the formula for the $n$th term of a geometric sequence whose fourth term is $-135$ and whose common ratio is $-3$.

$a_n =$ ==5== $(-3)^{n-1}$.","Find the formula for the $n$th term of a geometric sequence whose fourth term is $-135$ and whose common ratio is $-3$.

$a_n =$ ==5== $(-3)^{n-1}$.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.3. The Nth Term of a Geometric Sequence.md,vault/253/M2/OHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/OHW-3/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/WHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md
564,58,Mathematical-Foundations,MF2,680,MF2.7.3.3,The Nth Term of a Geometric Sequence,5,5,231756,1,1,3,4,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,6,,,"Consider the following geometric sequence.
[MATH: 6, − 2, (2)/(3), …]
The formula for the [MATH: n]th term of this sequence is [MATH: a_{n} =][FREE_ENTRY 1].","Consider the geometric sequence

$$6,-2,\frac23,\ldots$$

Its $n$th term is $a_n =$ ==6== $\left(-\frac13\right)^{n-1}$.","Consider the geometric sequence

$$6,-2,\frac23,\ldots$$

Its $n$th term is $a_n =$ ==6== $\left(-\frac13\right)^{n-1}$.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.3. The Nth Term of a Geometric Sequence.md,vault/253/M2/OHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/OHW-3/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/WHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md
565,58,Mathematical-Foundations,MF2,680,MF2.7.3.3,The Nth Term of a Geometric Sequence,7,7,231757,1,1,3,4,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1/512,,,"If the fifth term of a geometric sequence is [MATH: (1)/(8)] and the common ratio is [MATH: (1)/(4),] then the eighth term of this sequence is[FREE_ENTRY 1].","The fifth term of a geometric sequence is $\frac18$ and its common ratio is $\frac14$.

The eighth term is ==1/512==. Enter the fraction using `/`.","The fifth term of a geometric sequence is $\frac18$ and its common ratio is $\frac14$.

The eighth term is ==1/512==. Enter the fraction using `/`.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.3. The Nth Term of a Geometric Sequence.md,vault/253/M2/OHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/OHW-3/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/WHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md
566,58,Mathematical-Foundations,MF2,680,MF2.7.3.3,The Nth Term of a Geometric Sequence,9,9,231759,1,1,3,4,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1/12,,,"Find the formula for the [MATH: n]th term of a geometric sequence if the fourth term is [MATH: − (2)/(3)] and the common ratio is [MATH: − 2.][MATH: a_{n} =]
[FREE_ENTRY 1]","Find the formula for the $n$th term of a geometric sequence whose fourth term is $-\frac23$ and whose common ratio is $-2$.

$a_n =$ ==1/12== $(-2)^{n-1}$. Enter the fraction using `/`.","Find the formula for the $n$th term of a geometric sequence whose fourth term is $-\frac23$ and whose common ratio is $-2$.

$a_n =$ ==1/12== $(-2)^{n-1}$. Enter the fraction using `/`.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.3. The Nth Term of a Geometric Sequence.md,vault/253/M2/OHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/OHW-3/Prerequisites/The Nth Term of a Geometric Sequence - 680.md;vault/253/M2/WHW-2/Prerequisites/The Nth Term of a Geometric Sequence - 680.md
567,59,Mathematical-Foundations,MF2,1473,MF2.5.2.1,The Product Rule for Logarithms,1,1,227307,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,log_6(21),,,Write the following expression as a single logarithm with base [MATH: 6.][MATH: \log_{6} 3 + \log_{6} 7 =][FREE_ENTRY 1],"Write the following expression as a single logarithm with base $6$.$\log_{6} 3 + \log_{6} 7 =$

Answer: ==log_6(21)==.","Write the following expression as a single logarithm with base $6$.$\log_{6} 3 + \log_{6} 7 =$

Answer: ==log_6(21)==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.2. The Laws of Logarithms/Lessons/5.2.1. The Product Rule for Logarithms.md,
568,59,Mathematical-Foundations,MF2,672,MF2.7.2.7,Determining Indexes of Terms in Arithmetic Sequences,2,2,236400,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,31,,,"Given the arithmetic sequence [MATH: f(n) = 5n + 3] for [MATH: n ≥ 1,] the index of the term [MATH: 158] is[MATH: n =]
[FREE_ENTRY 1].","> A calculator is required to answer this question.

Given the arithmetic sequence $f(n) = 5n + 3$ for $n \ge 1$, what is the index of the term $158$?

Answer: ==31==.","> A calculator is required to answer this question.

Given the arithmetic sequence $f(n) = 5n + 3$ for $n \ge 1$, what is the index of the term $158$?

Answer: ==31==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.2. Arithmetic Sequences/Lessons/7.2.7. Determining Indexes of Terms in Arithmetic Sequences.md,
569,59,Mathematical-Foundations,MF2,672,MF2.7.2.7,Determining Indexes of Terms in Arithmetic Sequences,4,4,214198,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,22,,,"Given the arithmetic sequence
[MATH: a_{n + 1} = a_{n} − 6, a_{1} = 2, n ≥ 1,]
the index of the term [MATH: − 124] is [MATH: n =][FREE_ENTRY 1].","> A calculator is required to answer this question.

Given the arithmetic sequence
$a_{n + 1} = a_{n} - 6, a_{1} = 2, n \ge 1$,
what is the index of the term $-124$?

Answer: ==22==.","> A calculator is required to answer this question.

Given the arithmetic sequence
$a_{n + 1} = a_{n} - 6, a_{1} = 2, n \ge 1$,
what is the index of the term $-124$?

Answer: ==22==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.2. Arithmetic Sequences/Lessons/7.2.7. Determining Indexes of Terms in Arithmetic Sequences.md,
570,59,Mathematical-Foundations,MF2,672,MF2.7.2.7,Determining Indexes of Terms in Arithmetic Sequences,7,7,236843,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,20,,,"If an arithmetic sequence has [MATH: f(8) = 2] and common difference [MATH: d = 7], find the value of [MATH: n] such that [MATH: f(n) = 86.][MATH: n =]
[FREE_ENTRY 1]","> A calculator is required to answer this question.

If an arithmetic sequence has $f(8) = 2$ and common difference $d = 7$, find the value of $n$ such that $f(n) = 86$.

Answer: ==20==.","> A calculator is required to answer this question.

If an arithmetic sequence has $f(8) = 2$ and common difference $d = 7$, find the value of $n$ such that $f(n) = 86$.

Answer: ==20==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.2. Arithmetic Sequences/Lessons/7.2.7. Determining Indexes of Terms in Arithmetic Sequences.md,
571,59,Mathematical-Foundations,MF2,672,MF2.7.2.7,Determining Indexes of Terms in Arithmetic Sequences,8,8,214239,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,36,,,"If an arithmetic sequence has [MATH: a_{6} = 12] and [MATH: a_{9} = 24], find the value of [MATH: n] such that [MATH: a_{n} = 132.][MATH: n =]
[FREE_ENTRY 1]","> A calculator is required to answer this question.

If an arithmetic sequence has $a_{6} = 12$ and $a_{9} = 24$, find the value of $n$ such that $a_{n} = 132$.

Answer: ==36==.","> A calculator is required to answer this question.

If an arithmetic sequence has $a_{6} = 12$ and $a_{9} = 24$, find the value of $n$ such that $a_{n} = 132$.

Answer: ==36==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.2. Arithmetic Sequences/Lessons/7.2.7. Determining Indexes of Terms in Arithmetic Sequences.md,
572,59,Mathematical-Foundations,MF2,2215,MF2.7.3.4,Translating Between Explicit and Recursive Formulas for Geometric Sequences,1,1,231496,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-5a_n, -15",,,"The formula for the [MATH: n]th term of a geometric sequence is [MATH: a_{n} = 3 ⋅ (− 5)^{n}] for [MATH: n ≥ 1.] What is the recursive formula for this sequence? Express your answer in terms of [MATH: a_{n}.][MATH: a_{n + 1} =]
[FREE_ENTRY 1][MATH: , a_{1} =]
[FREE_ENTRY 2][MATH: , n ≥ 1]","If $a_n=3(-5)^n$, then $a_{n+1} =$ ==-5a_n== and $a_1 =$ ==-15==.","If $a_n=3(-5)^n$, then $a_{n+1} =$ ==-5a_n== and $a_1 =$ ==-15==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.4. Translating Between Explicit and Recursive Formulas for Geometric Sequences.md,
573,59,Mathematical-Foundations,MF2,2215,MF2.7.3.4,Translating Between Explicit and Recursive Formulas for Geometric Sequences,3,3,231658,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"8f(n), 6",,,"The formula for the [MATH: n]th term of a geometric sequence is [MATH: f(n) = (3)/(4) ⋅ 8^{n}] for [MATH: n ≥ 1.] What is the recursive formula for this sequence? Express your answer in terms of [MATH: f(n).][MATH: f(n + 1) =]
[FREE_ENTRY 1][MATH: , f(1) =]
[FREE_ENTRY 2][MATH: , n ≥ 1]","If $f(n)=(3/4)8^n$, then $f(n+1) =$ ==8f(n)== and $f(1) =$ ==6==.","If $f(n)=(3/4)8^n$, then $f(n+1) =$ ==8f(n)== and $f(1) =$ ==6==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.4. Translating Between Explicit and Recursive Formulas for Geometric Sequences.md,
574,59,Mathematical-Foundations,MF2,2215,MF2.7.3.4,Translating Between Explicit and Recursive Formulas for Geometric Sequences,4,4,231659,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-f(n)/5, 10",,,"The formula for the [MATH: n]th term of a geometric sequence is [MATH: f(n) = (10)/((− 5)^{n − 1})] for [MATH: n ≥ 1.] What is the recursive formula for this sequence? Express your answer in terms of [MATH: f(n).][MATH: f(n + 1) =]
[FREE_ENTRY 1][MATH: , f(1) =]
[FREE_ENTRY 2][MATH: , n ≥ 1]","If $f(n)=10/(-5)^{n-1}$, then $f(n+1) =$ ==-f(n)/5== and $f(1) =$ ==10==.","If $f(n)=10/(-5)^{n-1}$, then $f(n+1) =$ ==-f(n)/5== and $f(1) =$ ==10==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.4. Translating Between Explicit and Recursive Formulas for Geometric Sequences.md,
575,59,Mathematical-Foundations,MF2,2215,MF2.7.3.4,Translating Between Explicit and Recursive Formulas for Geometric Sequences,6,6,231760,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-2*3^(n - 1),,,"Given the recursive formula
[MATH: a_{n + 1} = 3a_{n}, a_{1} = − 2, n ≥ 1,]
what is the explicit formula for the [MATH: n]th term of the geometric sequence?[MATH: a_{n} =]
[FREE_ENTRY 1]
[MATH: , n ≥ 1]","Given the recursive formula
$a_{n + 1} = 3a_{n}, a_{1} =-2, n \ge 1$,
what is the explicit formula for the $n$th term of the geometric sequence?$a_{n} =$

Answer: ==-2*3^(n - 1)==.","Given the recursive formula
$a_{n + 1} = 3a_{n}, a_{1} =-2, n \ge 1$,
what is the explicit formula for the $n$th term of the geometric sequence?$a_{n} =$

Answer: ==-2*3^(n - 1)==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.4. Translating Between Explicit and Recursive Formulas for Geometric Sequences.md,
576,59,Mathematical-Foundations,MF2,2215,MF2.7.3.4,Translating Between Explicit and Recursive Formulas for Geometric Sequences,8,8,252358,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,18*(2/3)^(n - 1),,,"Given the recursive formula
[MATH: f(n + 1) = (2f(n))/(3), f(1) = 18, n ≥ 1,]
what is the explicit formula for the [MATH: n]th term of the geometric sequence?[MATH: f(n) =]
[FREE_ENTRY 1][MATH: , n ≥ 1]","Given the recursive formula
$f(n + 1) = (2f(n))/(3), f(1) = 18, n \ge 1$,
what is the explicit formula for the $n$th term of the geometric sequence?$f(n) =$

Answer: ==18*(2/3)^(n - 1)==.","Given the recursive formula
$f(n + 1) = (2f(n))/(3), f(1) = 18, n \ge 1$,
what is the explicit formula for the $n$th term of the geometric sequence?$f(n) =$

Answer: ==18*(2/3)^(n - 1)==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.4. Translating Between Explicit and Recursive Formulas for Geometric Sequences.md,
577,59,Mathematical-Foundations,MF2,2534,MF2.7.3.5,Finding the Common Ratio of a Geometric Sequence Given Two Terms,4,4,250935,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2/3,,,"Find the common ratio of the geometric sequence whose fifth term is [MATH: 6] and whose eighth term is [MATH: (16)/(9).][MATH: r =]
[FREE_ENTRY 1]","Find the common ratio of the geometric sequence whose fifth term is $6$ and whose eighth term is $\frac{16}{9}$.$r =$

Answer: ==2/3==.","Find the common ratio of the geometric sequence whose fifth term is $6$ and whose eighth term is $\frac{16}{9}$.$r =$

Answer: ==2/3==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.5. Finding the Common Ratio of a Geometric Sequence Given Two Terms.md,
578,59,Mathematical-Foundations,MF2,2534,MF2.7.3.5,Finding the Common Ratio of a Geometric Sequence Given Two Terms,6,6,250947,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5/9,,,Find the common ratio [MATH: r] of the geometric sequence whose eighteenth term is [MATH: 27] and whose twentieth term is [MATH: (25)/(3).] You're given that the common ratio is positive.[MATH: r =][FREE_ENTRY 1],"Find the common ratio $r$ of the geometric sequence whose eighteenth term is $27$ and whose twentieth term is $\frac{25}{3}$. You're given that the common ratio is positive. $r =$

Answer: ==5/9==.","Find the common ratio $r$ of the geometric sequence whose eighteenth term is $27$ and whose twentieth term is $\frac{25}{3}$. You're given that the common ratio is positive. $r =$

Answer: ==5/9==.",vault/MA/Mathematical-Foundations/MF2/7. Sequences/7.3. Geometric Sequences/Lessons/7.3.5. Finding the Common Ratio of a Geometric Sequence Given Two Terms.md,
579,59,Mathematical-Foundations,MF2,512,MF2.8.1.7,The Distance Formula in Three Dimensions,3,3,262211,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3,,,"The distance between the points [MATH: A(3, 5, − 1)] and [MATH: B(4, 3, 1)] is[FREE_ENTRY 1].","The distance between the points $A(3, 5,-1)$ and $B(4, 3, 1)$ is

Answer: ==3==.","The distance between the points $A(3, 5,-1)$ and $B(4, 3, 1)$ is

Answer: ==3==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.7. The Distance Formula in Three Dimensions.md,
580,59,Mathematical-Foundations,MF2,512,MF2.8.1.7,The Distance Formula in Three Dimensions,5,5,241754,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,13q,,,"Calculate, in terms of [MATH: q,] the distance [MATH: d] between the points [MATH: (− q, 3q, − q)] and [MATH: (2q, − 9q, 3q),] given that [MATH: q] is positive.[MATH: d =]
[FREE_ENTRY 1]","Calculate, in terms of $q$, the distance $d$ between the points $(-q, 3q,-q)$ and $(2q,-9q, 3q)$, given that $q$ is positive.

Answer: ==13q==.","Calculate, in terms of $q$, the distance $d$ between the points $(-q, 3q,-q)$ and $(2q,-9q, 3q)$, given that $q$ is positive.

Answer: ==13q==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.7. The Distance Formula in Three Dimensions.md,
581,61,Single-Variable-Calculus,CAB,616,CAB.1.4.7,Evaluating Limits at Infinity of Radical Functions,7,7,336053,1,3,0,3,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-infinity,,,"Evaluate the following limit:[MATH: lim_(x → − ∞)(4x^{7} + 2x^{3})/(sqrt(25x^{8} + 4x^{6} − 1)) =]
[FREE_ENTRY 1]","Evaluate the following limit:
$$
\lim_{x \to -\infty}\frac{4x^{7} + 2x^{3}}{\sqrt{25x^{8} + 4x^{6} - 1}}
$$

Answer: ==-infinity==.","Evaluate the following limit:
$$
\lim_{x \to -\infty}\frac{4x^{7} + 2x^{3}}{\sqrt{25x^{8} + 4x^{6} - 1}}
$$

Answer: ==-infinity==.",vault/MA/Single-Variable-Calculus/CA1/2. Limits/2.4. Determining Limits Using Algebraic Manipulation/Lessons/2.4.7. Evaluating Limits at Infinity of Radical Functions.md;vault/MA/Single-Variable-Calculus/CAB/1. Limits and Continuity/1.4. Determining Limits Using Algebraic Manipulation/Lessons/1.4.7. Evaluating Limits at Infinity of Radical Functions.md;vault/MA/Single-Variable-Calculus/CBC/1. Limits/1.4. Determining Limits Using Algebraic Manipulation/Lessons/1.4.7. Evaluating Limits at Infinity of Radical Functions.md,
582,61,Mathematical-Foundations,MF2,1472,MF2.5.5.6,Inverses of Exponential and Logarithmic Functions,2,2,228737,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2,,,"If the function [MATH: f(x) = 10^{x + k} + 1] has an inverse function given by [MATH: f^{− 1}(x) = \log (x − 1) − 2,] what is the value of [MATH: k?][MATH: k =]
[FREE_ENTRY 1]","If the function $f(x) = 10^{x + k} + 1$ has an inverse function given by $f^{-1}(x) = \log (x - 1) - 2$, what is the value of $k$?$k =$

Answer: ==2==.","If the function $f(x) = 10^{x + k} + 1$ has an inverse function given by $f^{-1}(x) = \log (x - 1) - 2$, what is the value of $k$?$k =$

Answer: ==2==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.5. Graphs of Exponential Functions/Lessons/5.5.6. Inverses of Exponential and Logarithmic Functions.md,
583,61,Mathematical-Foundations,MF2,1472,MF2.5.5.6,Inverses of Exponential and Logarithmic Functions,3,3,228738,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,log_4(2x + 10)/3,,,"The inverse of the function [MATH: f(x) = (1)/(2) ⋅ 4^{3x} − 5] is[MATH: f^{− 1}(x) =]
[FREE_ENTRY 1]","The inverse of the function $f(x) = \frac{1}{2} \cdot 4^{3x} - 5$ is$f^{-1}(x) =$

Answer: ==log_4(2x + 10)/3==.","The inverse of the function $f(x) = \frac{1}{2} \cdot 4^{3x} - 5$ is$f^{-1}(x) =$

Answer: ==log_4(2x + 10)/3==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.5. Graphs of Exponential Functions/Lessons/5.5.6. Inverses of Exponential and Logarithmic Functions.md,
584,61,Mathematical-Foundations,MF2,1472,MF2.5.5.6,Inverses of Exponential and Logarithmic Functions,7,7,250496,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-4,,,"If the function [MATH: f(x) = \ln (x + k)] has an inverse function given by [MATH: f^{− 1}(x) = e^{x} + 4,] what is the value of [MATH: k?][MATH: k =]
[FREE_ENTRY 1]","If the function $f(x) = \ln (x + k)$ has an inverse function given by $f^{-1}(x) = e^{x} + 4$, what is the value of $k$?$k =$

Answer: ==-4==.","If the function $f(x) = \ln (x + k)$ has an inverse function given by $f^{-1}(x) = e^{x} + 4$, what is the value of $k$?$k =$

Answer: ==-4==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.5. Graphs of Exponential Functions/Lessons/5.5.6. Inverses of Exponential and Logarithmic Functions.md,
585,61,Mathematical-Foundations,MF2,1472,MF2.5.5.6,Inverses of Exponential and Logarithmic Functions,8,8,228842,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,(4^(x/5) + 1)/10,,,The inverse of the function [MATH: f(x) = 5\log_{4} (10x − 1)] is [MATH: f^{− 1}(x) =][FREE_ENTRY 1].,"The inverse of the function $f(x) = 5\log_{4} (10x - 1)$ is $f^{-1}(x) =$

Answer: ==(4^(x/5) + 1)/10==.","The inverse of the function $f(x) = 5\log_{4} (10x - 1)$ is $f^{-1}(x) =$

Answer: ==(4^(x/5) + 1)/10==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.5. Graphs of Exponential Functions/Lessons/5.5.6. Inverses of Exponential and Logarithmic Functions.md,
586,62,Mathematical-Foundations,MF1,350,MF1.5.6.14,Compound AND Inequalities,1,1,218675,3,1,4,5,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"3, 4",,,"Find the values of [MATH: x] that satisfy [MATH: 9x − 17 ≥ 10] and [MATH: 6x + 21 < 45.][FREE_ENTRY 1][FREE_ENTRY 2]
[MATH: x <]
[FREE_ENTRY 3]","Find the values of $x$ satisfying both $9x-17\ge10$ and $6x+21<45$.

==3== $\le x <$ ==4==.","Find the values of $x$ satisfying both $9x-17\ge10$ and $6x+21<45$.

==3== $\le x <$ ==4==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Lessons/5.6.14. Compound AND Inequalities.md,vault/253/M2/OHW-3/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-4/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-5/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M4/OHW-9/Prerequisites/Compound AND Inequalities - 350.md
587,62,Mathematical-Foundations,MF1,350,MF1.5.6.14,Compound AND Inequalities,4,4,218740,2,1,4,5,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1,,,"What is the solution to the following system of inequalities?
[MATH: {x + 5 ≤ 6; 5x − 4 < 6]The solution is
[MATH: x]
[FREE_ENTRY 1][FREE_ENTRY 2].","Solve both inequalities $x+5\le6$ and $5x-4<6$.

$x \le$ ==1==.","Solve both inequalities $x+5\le6$ and $5x-4<6$.

$x \le$ ==1==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Lessons/5.6.14. Compound AND Inequalities.md,vault/253/M2/OHW-3/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-4/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-5/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M4/OHW-9/Prerequisites/Compound AND Inequalities - 350.md
588,62,Mathematical-Foundations,MF1,350,MF1.5.6.14,Compound AND Inequalities,7,7,218794,3,1,4,5,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"1, 3",,,"What is the solution to the following system of inequalities?
[MATH: {3y − 5 ≤ 4; 1 − 6y ≤ − 5]The solution is
[FREE_ENTRY 1][FREE_ENTRY 2]
[MATH: y ≤]
[FREE_ENTRY 3].","Solve both inequalities $3y-5\le4$ and $1-6y\le-5$.

==1== $\le y \le$ ==3==.","Solve both inequalities $3y-5\le4$ and $1-6y\le-5$.

==1== $\le y \le$ ==3==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Lessons/5.6.14. Compound AND Inequalities.md,vault/253/M2/OHW-3/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-4/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-5/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M4/OHW-9/Prerequisites/Compound AND Inequalities - 350.md
589,62,Mathematical-Foundations,MF1,350,MF1.5.6.14,Compound AND Inequalities,11,11,220299,3,1,4,5,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"2, 3",,,"Find the set of values of [MATH: x] that satisfy [MATH: − 1 ≤ 2 − x ≤ 3] and [MATH: 2x + 1 ≥ 5.][FREE_ENTRY 1]
[MATH: ≤ x]
[FREE_ENTRY 2][FREE_ENTRY 3]","Find the values of $x$ satisfying both $-1\le2-x\le3$ and $2x+1\ge5$.

==2== $\le x \le$ ==3==.","Find the values of $x$ satisfying both $-1\le2-x\le3$ and $2x+1\ge5$.

==2== $\le x \le$ ==3==.",vault/MA/Mathematical-Foundations/MF1/5. Equations & Inequalities/5.6. Solving Linear Inequalities/Lessons/5.6.14. Compound AND Inequalities.md,vault/253/M2/OHW-3/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-4/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M3/OHW-5/Prerequisites/Compound AND Inequalities - 350.md;vault/253/M4/OHW-9/Prerequisites/Compound AND Inequalities - 350.md
590,62,Mathematical-Foundations,MF2,3737,MF2.5.3.4,Solving Exponential Equations With Different Bases Using Logarithms,2,2,233242,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3log_6(5)/(2 - 4log_6(5)),,,"Expressed in terms of [MATH: \log_{6},] determine the value of [MATH: x] that satisfies the equation [MATH: 6^{2x} = 5^{4x + 3}.][MATH: x =]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

Expressed in terms of $\log_{6}$, determine the value of $x$ that satisfies the equation $6^{2x} = 5^{4x + 3}$.

Answer: ==3log_6(5)/(2 - 4log_6(5))==.","> A scientific calculator is required to answer this question.

Expressed in terms of $\log_{6}$, determine the value of $x$ that satisfies the equation $6^{2x} = 5^{4x + 3}$.

Answer: ==3log_6(5)/(2 - 4log_6(5))==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.3. Exponential Equations/Lessons/5.3.4. Solving Exponential Equations With Different Bases Using Logarithms.md,
591,62,Mathematical-Foundations,MF2,3737,MF2.5.3.4,Solving Exponential Equations With Different Bases Using Logarithms,3,3,233243,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,(1 + ln(2))/(ln(2) - 3),,,"Expressed in terms of natural logarithms, determine the value of [MATH: x] that satisfies the equation [MATH: e^{3x + 1} = 2^{x − 1}.][MATH: x =]
[FREE_ENTRY 1]","Expressed in terms of natural logarithms, determine the value of $x$ that satisfies the equation $e^{3x + 1} = 2^{x - 1}$.

Answer: ==(1 + ln(2))/(ln(2) - 3)==.","Expressed in terms of natural logarithms, determine the value of $x$ that satisfies the equation $e^{3x + 1} = 2^{x - 1}$.

Answer: ==(1 + ln(2))/(ln(2) - 3)==.",vault/MA/Mathematical-Foundations/MF2/5. Exponentials & Logarithms/5.3. Exponential Equations/Lessons/5.3.4. Solving Exponential Equations With Different Bases Using Logarithms.md,
